Date,Open,High,Low,Close
2017-12-04,1012.66,1016.1,995.57,998.68
2017-12-01,1015.8,1022.49,1002.02,1010.17
2017-11-30,1022.37,1028.49,1015.0,1021.41
2017-11-29,1042.68,1044.08,1015.65,1021.66
2017-11-28,1055.09,1062.38,1040.0,1047.41
2017-11-27,1040.0,1055.46,1038.44,1054.21
2017-11-24,1035.87,1043.18,1035.0,1040.61
2017-11-22,1035.0,1039.71,1031.43,1035.96
2017-11-21,1023.31,1035.11,1022.66,1034.49
2017-11-20,1020.26,1022.61,1017.5,1018.38
2017-11-17,1034.01,1034.42,1017.75,1019.09
2017-11-16,1022.52,1035.92,1022.52,1032.5
2017-11-15,1019.21,1024.09,1015.42,1020.91
2017-11-14,1022.59,1026.81,1014.15,1026.0
2017-11-13,1023.42,1031.58,1022.57,1025.75
2017-11-10,1026.46,1030.76,1025.28,1028.07
2017-11-09,1033.99,1033.99,1019.67,1031.26
2017-11-07,1027.27,1033.97,1025.13,1033.33
2017-11-06,1028.99,1034.87,1025.0,1025.9
2017-11-03,1022.11,1032.65,1020.31,1032.48
2017-11-02,1021.76,1028.09,1013.01,1025.58
2017-11-01,1017.21,1029.67,1016.95,1025.5
2017-10-31,1015.22,1024.0,1010.42,1016.64
2017-10-30,1014.0,1024.97,1007.5,1017.11
2017-10-27,1009.19,1048.39,1008.2,1019.27
2017-10-26,980.0,987.6,972.2,972.56
2017-10-25,968.37,976.09,960.5201,973.33
2017-10-24,970.0,972.23,961.0,970.54
2017-10-23,989.52,989.52,966.12,968.45
2017-10-20,989.44,991.0,984.58,988.2
2017-10-19,986.0,988.88,978.39,984.45
2017-10-18,991.77,996.72,986.9747,992.81
2017-10-17,990.29,996.44,988.59,992.18
2017-10-16,992.1,993.9065,984.0,992.0
2017-10-13,992.0,997.21,989.0,989.68
2017-10-12,987.45,994.12,985.0,987.83
2017-10-11,973.72,990.71,972.25,989.25
2017-10-10,980.0,981.57,966.0801,972.6
2017-10-09,980.0,985.425,976.11,977.0
2017-10-06,966.7,979.46,963.36,978.89
2017-10-05,955.49,970.91,955.18,969.96
2017-10-04,957.0,960.39,950.69,951.68
2017-10-03,954.0,958.0,949.14,957.79
2017-10-02,959.98,962.54,947.84,953.27
2017-09-29,952.0,959.7864,951.51,959.11
2017-09-28,941.36,950.69,940.55,949.5
2017-09-27,927.74,949.9,927.74,944.49
2017-09-26,923.72,930.82,921.14,924.86
2017-09-25,925.45,926.4,909.7,920.97
2017-09-22,927.75,934.73,926.48,928.53
2017-09-21,933.0,936.53,923.83,932.45
2017-09-20,922.98,933.88,922.0,931.58
2017-09-19,917.42,922.4199,912.55,921.81
2017-09-18,920.01,922.08,910.6,915.0
2017-09-15,924.66,926.49,916.36,920.29
2017-09-14,931.25,932.77,924.0,925.11
2017-09-13,930.66,937.25,929.86,935.09
2017-09-12,932.59,933.48,923.8610000000001,932.07
2017-09-11,934.25,938.38,926.92,929.08
2017-09-08,936.49,936.99,924.88,926.5
2017-09-07,931.73,936.41,923.62,935.95
2017-09-06,930.15,930.915,919.27,927.81
2017-09-05,933.08,937.0,921.96,928.45
2017-09-01,941.13,942.48,935.15,937.34
2017-08-31,931.76,941.98,931.76,939.33
2017-08-30,920.05,930.819,919.65,929.57
2017-08-29,905.1,923.33,905.0,921.29
2017-08-28,916.0,919.245,911.87,913.81
2017-08-25,923.49,925.555,915.5,915.89
2017-08-24,928.66,930.84,915.5,921.28
2017-08-23,921.93,929.93,919.36,927.0
2017-08-22,912.72,925.86,911.4751,924.69
2017-08-21,910.0,913.0,903.4,906.66
2017-08-18,910.31,915.275,907.1543,910.67
2017-08-17,925.78,926.86,910.98,910.98
2017-08-16,925.29,932.7,923.445,926.96
2017-08-15,924.23,926.5499,919.82,922.22
2017-08-14,922.53,924.668,918.19,922.67
2017-08-11,907.97,917.78,905.58,914.39
2017-08-10,917.55,919.26,906.13,907.24
2017-08-09,920.61,925.98,917.2501,922.9
2017-08-08,927.09,935.814,925.6095,926.79
2017-08-07,929.06,931.7,926.5,929.36
2017-08-04,926.75,930.3068,923.03,927.96
2017-08-03,930.34,932.24,922.24,923.65
2017-08-02,928.61,932.6,916.68,930.39
2017-08-01,932.38,937.447,929.26,930.83
2017-07-31,941.89,943.59,926.04,930.5
2017-07-28,929.4,943.83,927.5,941.53
2017-07-27,951.78,951.78,920.0,934.09
2017-07-26,954.68,955.0,942.2788,947.8
2017-07-25,953.81,959.7,945.4,950.7
2017-07-24,972.22,986.2,970.77,980.34
2017-07-21,962.25,973.23,960.15,972.92
2017-07-20,975.0,975.9,961.51,968.15
2017-07-19,967.84,973.04,964.03,970.89
2017-07-18,953.0,968.04,950.6,965.4
2017-07-17,957.0,960.74,949.2407,953.42
2017-07-14,952.0,956.91,948.005,955.99
2017-07-13,946.29,954.45,943.01,947.16
2017-07-12,938.68,946.3,934.47,943.83
2017-07-11,929.54,931.43,922.0,930.09
2017-07-10,921.77,930.38,919.59,928.8
2017-07-07,908.85,921.54,908.85,918.59
2017-07-06,904.12,914.9444,899.7,906.69
2017-07-05,901.76,914.51,898.5,911.94
2017-07-03,912.18,913.94,894.79,898.7
2017-06-30,926.05,926.05,908.31,908.73
2017-06-29,929.92,931.26,910.62,917.79
2017-06-28,929.0,942.75,916.0,940.49
2017-06-27,942.46,948.29,926.85,927.33
2017-06-26,969.9,973.31,950.79,952.27
2017-06-23,956.83,966.0,954.2,965.59
2017-06-22,958.7,960.72,954.55,957.09
2017-06-21,953.64,960.1,950.76,959.45
2017-06-20,957.52,961.62,950.01,950.63
2017-06-19,949.96,959.99,949.05,957.37
2017-06-16,940.0,942.04,931.595,939.78
2017-06-15,933.97,943.3389999999999,924.44,942.31
2017-06-14,959.92,961.15,942.25,950.76
2017-06-13,951.91,959.98,944.09,953.4
2017-06-12,939.56,949.355,915.2328,942.9
2017-06-09,984.5,984.5,935.63,949.83
2017-06-08,982.35,984.57,977.2,983.41
2017-06-07,979.65,984.15,975.77,981.08
2017-06-06,983.16,988.25,975.14,976.57
2017-06-05,976.55,986.91,975.1,983.68
2017-06-02,969.46,975.88,966.0,975.6
2017-06-01,968.95,971.5,960.01,966.95
2017-05-31,975.02,979.27,960.18,964.86
2017-05-30,970.31,976.2,969.49,975.88
2017-05-26,969.7,974.98,965.03,971.47
2017-05-25,957.33,972.6289999999999,955.47,969.54
2017-05-24,952.98,955.09,949.5,954.96
2017-05-23,947.92,951.4666,942.575,948.82
2017-05-22,935.0,941.8828,935.0,941.86
2017-05-19,931.47,937.755,931.0,934.01
2017-05-18,921.0,933.17,918.75,930.24
2017-05-17,935.67,939.3325,918.14,919.62
2017-05-16,940.0,943.11,937.58,943.0
2017-05-15,932.95,938.25,929.34,937.08
2017-05-12,931.53,933.44,927.85,932.22
2017-05-11,925.32,932.53,923.0301,930.6
2017-05-10,931.98,932.0,925.16,928.78
2017-05-09,936.95,937.5,929.53,932.17
2017-05-08,926.12,936.925,925.26,934.3
2017-05-05,933.54,934.9,925.2,927.13
2017-05-04,926.07,935.93,924.59,931.66
2017-05-03,914.86,928.1,912.5426,927.04
2017-05-02,909.62,920.77,909.4526,916.44
2017-05-01,901.94,915.68,901.45,912.57
2017-04-28,910.66,916.85,905.77,905.96
2017-04-27,873.6,875.4,870.38,874.25
2017-04-26,874.23,876.05,867.7481,871.6239999999999
2017-04-25,865.0,875.0,862.81,872.3
2017-04-24,851.2,863.45,849.86,862.76
2017-04-21,842.88,843.88,840.6,843.19
2017-04-20,841.44,845.2,839.32,841.65
2017-04-19,839.79,842.22,836.29,838.21
2017-04-18,834.22,838.93,832.71,836.82
2017-04-17,825.01,837.75,824.47,837.17
2017-04-13,822.14,826.38,821.44,823.56
2017-04-12,821.93,826.66,821.02,824.32
2017-04-11,824.71,827.4267,817.0201,823.35
2017-04-10,825.39,829.35,823.77,824.73
2017-04-07,827.96,828.485,820.5127,824.67
2017-04-06,832.4,836.39,826.46,827.88
2017-04-05,835.51,842.45,830.72,831.41
2017-04-04,831.36,835.18,829.0363,834.57
2017-04-03,829.22,840.85,829.22,838.55
2017-03-31,828.97,831.64,827.39,829.56
2017-03-30,833.5,833.68,829.0,831.5
2017-03-29,825.0,832.765,822.3801,831.41
2017-03-28,820.41,825.99,814.0269999999999,820.92
2017-03-27,806.95,821.63,803.37,819.51
2017-03-24,820.08,821.93,808.89,814.43
2017-03-23,821.0,822.57,812.257,817.58
2017-03-22,831.91,835.55,827.1801,829.59
2017-03-21,851.4,853.5,829.02,830.46
2017-03-20,850.01,850.22,845.15,848.4
2017-03-17,851.61,853.4,847.11,852.12
2017-03-16,849.03,850.85,846.13,848.78
2017-03-15,847.59,848.63,840.77,847.2
2017-03-14,843.64,847.24,840.8,845.62
2017-03-13,844.0,848.685,843.25,845.54
2017-03-10,843.28,844.91,839.5,843.25
2017-03-09,836.0,842.0,834.21,838.68
2017-03-08,833.51,838.15,831.79,835.37
2017-03-07,827.4,833.41,826.52,831.91
2017-03-06,826.95,828.88,822.4,827.78
2017-03-03,830.56,831.36,825.7510000000001,829.08
2017-03-02,833.85,834.51,829.64,830.63
2017-03-01,828.85,836.255,827.26,835.24
2017-02-28,825.61,828.54,820.2,823.21
2017-02-27,824.55,830.5,824.0,829.28
2017-02-24,827.73,829.0,824.2,828.64
2017-02-23,830.12,832.46,822.88,831.33
2017-02-22,828.66,833.25,828.64,830.76
2017-02-21,828.66,833.45,828.35,831.66
2017-02-17,823.02,828.07,821.655,828.07
2017-02-16,819.93,824.4,818.98,824.16
2017-02-15,819.36,823.0,818.47,818.98
2017-02-14,819.0,823.0,816.0,820.45
2017-02-13,816.0,820.959,815.49,819.24
2017-02-10,811.7,815.25,809.78,813.67
2017-02-09,809.51,810.66,804.54,809.56
2017-02-08,807.0,811.84,803.1903,808.38
2017-02-07,803.99,810.5,801.78,806.97
2017-02-06,799.7,801.67,795.2501,801.34
2017-02-03,802.99,806.0,800.37,801.49
2017-02-02,793.8,802.7,792.0,798.53
2017-02-01,799.68,801.19,791.19,795.695
2017-01-31,796.86,801.25,790.52,796.79
2017-01-30,814.66,815.84,799.8,802.32
2017-01-27,834.71,841.95,820.44,823.31
2017-01-26,837.81,838.0,827.01,832.15
2017-01-25,829.62,835.77,825.06,835.67
2017-01-24,822.3,825.9,817.821,823.87
2017-01-23,807.25,820.87,803.74,819.31
2017-01-20,806.91,806.91,801.69,805.02
2017-01-19,805.12,809.48,801.8,802.175
2017-01-18,805.81,806.205,800.99,806.07
2017-01-17,807.08,807.14,800.37,804.61
2017-01-13,807.48,811.2244,806.69,807.88
2017-01-12,807.14,807.39,799.17,806.36
2017-01-11,805.0,808.15,801.37,807.91
2017-01-10,807.86,809.1299,803.51,804.79
2017-01-09,806.4,809.9664,802.83,806.65
2017-01-06,795.26,807.9,792.2041,806.15
2017-01-05,786.08,794.48,785.02,794.02
2017-01-04,788.36,791.34,783.16,786.9
2017-01-03,778.81,789.63,775.8,786.14
2016-12-30,782.75,782.78,770.41,771.82
2016-12-29,783.33,785.93,778.92,782.79
2016-12-28,793.7,794.23,783.2,785.05
2016-12-27,790.68,797.86,787.6569999999999,791.55
2016-12-23,790.9,792.74,787.28,789.91
2016-12-22,792.36,793.32,788.58,791.26
2016-12-21,795.84,796.6757,787.1,794.56
2016-12-20,796.76,798.65,793.27,796.42
2016-12-19,790.22,797.66,786.27,794.2
2016-12-16,800.4,800.8558,790.29,790.8
2016-12-15,797.34,803.0,792.92,797.85
2016-12-14,797.4,804.0,794.01,797.07
2016-12-13,793.9,804.3799,793.34,796.1
2016-12-12,785.04,791.25,784.3554,789.27
2016-12-09,780.0,789.43,779.0210000000001,789.29
2016-12-08,772.48,778.18,767.23,776.42
2016-12-07,761.0,771.36,755.8,771.19
2016-12-06,764.73,768.83,757.34,759.11
2016-12-05,757.71,763.9,752.9,762.52
2016-12-02,744.59,754.0,743.1,750.5
2016-12-01,757.44,759.85,737.0245,747.92
2016-11-30,770.07,772.99,754.83,758.04
2016-11-29,771.53,778.5,768.24,770.84
2016-11-28,760.0,779.53,759.8,768.24
2016-11-25,764.26,765.0,760.52,761.68
2016-11-23,767.73,768.2825,755.25,760.99
2016-11-22,772.63,776.96,767.0,768.27
2016-11-21,762.61,769.7,760.6,769.2
2016-11-18,771.37,775.0,760.0,760.54
2016-11-17,766.92,772.7,764.23,771.23
2016-11-16,755.2,766.36,750.51,764.48
2016-11-15,746.97,764.4162,746.97,758.49
2016-11-14,755.6,757.85,727.54,736.08
2016-11-11,756.54,760.78,750.38,754.02
2016-11-10,791.17,791.17,752.18,762.56
2016-11-09,779.94,791.2265,771.67,785.31
2016-11-08,783.4,795.633,780.19,790.51
2016-11-07,774.5,785.19,772.55,782.52
2016-11-04,750.66,770.36,750.5611,762.02
2016-11-03,767.25,769.95,759.03,762.13
2016-11-02,778.2,781.65,763.4496,768.7
2016-11-01,782.89,789.49,775.54,783.61
2016-10-31,795.47,796.86,784.0,784.54
2016-10-28,808.35,815.49,793.59,795.37
2016-10-27,801.0,803.49,791.5,795.35
2016-10-26,806.34,806.98,796.32,799.07
2016-10-25,816.68,816.68,805.14,807.67
2016-10-24,804.9,815.18,804.82,813.11
2016-10-21,795.0,799.5,794.0,799.37
2016-10-20,803.3,803.97,796.03,796.97
2016-10-19,798.86,804.63,797.635,801.56
2016-10-18,787.85,801.61,785.565,795.26
2016-10-17,779.8,785.85,777.5,779.96
2016-10-14,781.65,783.95,776.0,778.53
2016-10-13,781.22,781.22,773.0,778.19
2016-10-12,783.76,788.13,782.06,786.14
2016-10-11,786.66,792.28,780.58,783.07
2016-10-10,777.71,789.38,775.87,785.94
2016-10-07,779.66,779.66,770.75,775.08
2016-10-06,779.0,780.48,775.54,776.86
2016-10-05,779.31,782.07,775.65,776.47
2016-10-04,776.03,778.71,772.89,776.43
2016-10-03,774.25,776.065,769.5,772.56
2016-09-30,776.33,780.94,774.09,777.29
2016-09-29,781.44,785.8,774.232,775.01
2016-09-28,777.85,781.81,774.97,781.56
2016-09-27,775.5,785.9899,774.308,783.01
2016-09-26,782.74,782.74,773.07,774.21
2016-09-23,786.59,788.93,784.15,786.9
2016-09-22,780.0,789.85,778.44,787.21
2016-09-21,772.66,777.16,768.301,776.22
2016-09-20,769.0,773.33,768.53,771.41
2016-09-19,772.42,774.0,764.4406,765.7
2016-09-16,769.75,769.75,764.66,768.88
2016-09-15,762.89,773.8,759.96,771.76
2016-09-14,759.61,767.68,759.11,762.49
2016-09-13,764.48,766.2195,755.8,759.69
2016-09-12,755.13,770.29,754.0001,769.02
2016-09-09,770.1,773.245,759.66,759.66
2016-09-08,778.59,780.35,773.58,775.32
2016-09-07,780.0,782.73,776.2,780.35
2016-09-06,773.45,782.0,771.0,780.08
2016-09-02,773.01,773.9199,768.41,771.46
2016-09-01,769.25,771.02,764.3,768.78
2016-08-31,767.01,769.09,765.38,767.05
2016-08-30,769.33,774.466,766.84,769.09
2016-08-29,768.74,774.99,766.615,772.15
2016-08-26,769.0,776.0799,765.85,769.54
2016-08-25,767.0,771.89,763.1846,769.41
2016-08-24,770.58,774.5,767.07,769.64
2016-08-23,775.48,776.44,771.785,772.08
2016-08-22,773.27,774.54,770.0502,772.15
2016-08-19,775.0,777.1,773.13,775.42
2016-08-18,780.01,782.86,777.0,777.5
2016-08-17,777.32,780.81,773.53,779.91
2016-08-16,780.3,780.98,773.444,777.14
2016-08-15,783.75,787.49,780.11,782.44
2016-08-12,781.5,783.395,780.4,783.22
2016-08-11,785.0,789.75,782.97,784.85
2016-08-10,783.75,786.8123,782.778,784.68
2016-08-09,781.1,788.94,780.57,784.26
2016-08-08,782.0,782.63,778.091,781.76
2016-08-05,773.78,783.04,772.34,782.22
2016-08-04,772.22,774.07,768.795,771.61
2016-08-03,767.18,773.21,766.82,773.18
2016-08-02,768.69,775.84,767.85,771.07
2016-08-01,761.09,780.43,761.09,772.88
2016-07-29,772.71,778.55,766.77,768.79
2016-07-28,747.04,748.65,739.3,745.91
2016-07-27,738.28,744.46,737.0,741.77
2016-07-26,739.04,741.69,734.27,738.42
2016-07-25,740.67,742.61,737.5,739.77
2016-07-22,741.86,743.24,736.56,742.74
2016-07-21,740.36,741.69,735.831,738.63
2016-07-20,737.33,742.13,737.1,741.19
2016-07-19,729.89,736.99,729.0,736.96
2016-07-18,722.71,736.13,721.19,733.78
2016-07-15,725.73,725.74,719.055,719.85
2016-07-14,721.58,722.21,718.03,720.95
2016-07-13,723.62,724.0,716.85,716.98
2016-07-12,719.12,722.94,715.91,720.64
2016-07-11,708.05,716.51,707.24,715.09
2016-07-08,699.5,705.71,696.435,705.63
2016-07-07,698.08,698.2,688.215,695.36
2016-07-06,689.98,701.68,689.09,697.77
2016-07-05,696.06,696.94,688.88,694.49
2016-07-01,692.2,700.65,692.1301,699.21
2016-06-30,685.47,692.32,683.65,692.1
2016-06-29,683.0,687.4292,681.41,684.11
2016-06-28,678.97,680.33,673.0,680.04
2016-06-27,671.0,672.3,663.284,668.26
2016-06-24,675.17,689.4,673.45,675.22
2016-06-23,697.45,701.95,687.0,701.87
2016-06-22,699.06,700.86,693.0819,697.46
2016-06-21,698.4,702.77,692.01,695.94
2016-06-20,698.77,702.48,693.41,693.71
2016-06-17,708.65,708.82,688.4515,691.72
2016-06-16,714.91,716.65,703.26,710.36
2016-06-15,719.0,722.98,717.31,718.92
2016-06-14,716.48,722.47,713.12,718.27
2016-06-13,716.51,725.44,716.51,718.36
2016-06-10,719.47,725.89,716.43,719.41
2016-06-09,722.87,729.54,722.3361,728.58
2016-06-08,723.96,728.57,720.58,728.28
2016-06-07,719.84,721.98,716.55,716.65
2016-06-06,724.91,724.91,714.61,716.55
2016-06-03,729.27,729.49,720.56,722.34
2016-06-02,732.5,733.02,724.17,730.4
2016-06-01,734.53,737.21,730.66,734.15
2016-05-31,731.74,739.73,731.26,735.72
2016-05-27,724.01,733.936,724.0,732.66
2016-05-26,722.87,728.33,720.28,724.12
2016-05-25,720.76,727.51,719.7047,725.27
2016-05-24,706.86,720.97,706.86,720.09
2016-05-23,706.53,711.4781,704.18,704.24
2016-05-20,701.62,714.58,700.52,709.74
2016-05-19,702.36,706.0,696.8,700.32
2016-05-18,703.67,711.6,700.63,706.63
2016-05-17,715.99,721.52,704.11,706.23
2016-05-16,709.13,718.48,705.65,716.49
2016-05-13,711.93,716.6619,709.26,710.83
2016-05-12,717.06,719.25,709.0,713.31
2016-05-11,723.41,724.48,712.8,715.29
2016-05-10,716.75,723.5,715.72,723.18
2016-05-09,712.0,718.71,710.0,712.9
2016-05-06,698.38,711.86,698.1067,711.12
2016-05-05,697.7,702.3199,695.72,701.43
2016-05-04,690.49,699.75,689.01,695.7
2016-05-03,696.87,697.84,692.0,692.36
2016-05-02,697.63,700.64,691.0,698.21
2016-04-29,690.7,697.62,689.0,693.01
2016-04-28,708.26,714.17,689.55,691.02
2016-04-27,707.29,708.98,692.3651,705.84
2016-04-26,725.42,725.7660000000001,703.0264,708.14
2016-04-25,716.1,723.93,715.59,723.15
2016-04-22,726.3,736.12,713.61,718.77
2016-04-21,755.38,760.45,749.55,759.14
2016-04-20,758.0,758.1315,750.01,752.67
2016-04-19,769.51,769.9,749.33,753.93
2016-04-18,760.46,768.05,757.3,766.61
2016-04-15,753.98,761.0,752.6938,759.0
2016-04-14,754.01,757.31,752.705,753.2
2016-04-13,749.16,754.38,744.2610000000001,751.72
2016-04-12,738.0,743.83,731.01,743.09
2016-04-11,743.02,745.0,736.05,736.1
2016-04-08,743.97,745.45,735.55,739.15
2016-04-07,745.37,746.9999,736.28,740.28
2016-04-06,735.77,746.24,735.56,745.69
2016-04-05,738.0,742.8,735.37,737.8
2016-04-04,750.06,752.8,742.43,745.29
2016-04-01,738.6,750.34,737.0,749.91
2016-03-31,749.25,750.85,740.94,744.95
2016-03-30,750.1,757.88,748.74,750.53
2016-03-29,734.59,747.25,728.76,744.77
2016-03-28,736.79,738.99,732.5,733.53
2016-03-24,732.01,737.747,731.0,735.3
2016-03-23,742.36,745.7199,736.15,738.06
2016-03-22,737.46,745.0,737.46,740.75
2016-03-21,736.5,742.5,733.5157,742.09
2016-03-18,741.86,742.0,731.83,737.6
2016-03-17,736.45,743.07,736.0,737.78
2016-03-16,726.37,737.47,724.51,736.09
2016-03-15,726.92,732.29,724.77,728.33
2016-03-14,726.81,735.5,725.15,730.49
2016-03-11,720.0,726.92,717.125,726.82
2016-03-10,708.12,716.44,703.36,712.82
2016-03-09,698.47,705.68,694.0,705.24
2016-03-08,688.59,703.79,685.34,693.97
2016-03-07,706.9,708.0912,686.9,695.16
2016-03-04,714.99,716.49,706.02,710.89
2016-03-03,718.68,719.45,706.02,712.42
2016-03-02,719.0,720.0,712.0,718.85
2016-03-01,703.62,718.81,699.77,718.81
2016-02-29,700.32,710.89,697.68,697.77
2016-02-26,708.58,713.43,700.86,705.07
2016-02-25,700.01,705.98,690.585,705.75
2016-02-24,688.92,700.0,680.78,699.56
2016-02-23,701.45,708.4,693.58,695.85
2016-02-22,707.45,713.24,702.51,706.46
2016-02-19,695.03,703.0805,694.05,700.91
2016-02-18,710.0,712.35,696.03,697.35
2016-02-17,699.0,709.75,691.38,708.4
2016-02-16,692.98,698.0,685.05,691.0
2016-02-12,690.26,693.75,678.6,682.4
2016-02-11,675.0,689.35,668.8675,683.11
2016-02-10,686.86,701.31,682.13,684.12
2016-02-09,672.32,699.9,668.77,678.11
2016-02-08,667.85,684.03,663.06,682.74
2016-02-05,703.87,703.99,680.15,683.57
2016-02-04,722.81,727.0,701.86,708.01
2016-02-03,770.22,774.5,720.5,726.95
2016-02-02,784.5,789.8699,764.65,764.65
2016-02-01,750.46,757.86,743.27,752.0
2016-01-29,731.53,744.9899,726.8,742.95
2016-01-28,722.22,733.69,712.35,730.96
2016-01-27,713.67,718.235,694.39,699.99
2016-01-26,713.85,718.28,706.48,713.04
2016-01-25,723.58,729.68,710.01,711.67
2016-01-22,723.6,728.13,720.1210000000001,725.25
2016-01-21,702.18,719.19,694.46,706.59
2016-01-20,688.61,706.85,673.26,698.45
2016-01-19,703.3,709.98,693.4101,701.79
2016-01-15,692.29,706.74,685.37,694.45
2016-01-14,705.38,721.925,689.1,714.72
2016-01-13,730.85,734.74,698.61,700.56
2016-01-12,721.68,728.75,717.3165,726.07
2016-01-11,716.61,718.855,703.54,716.03
2016-01-08,731.45,733.23,713.0,714.47
2016-01-07,730.31,738.5,719.06,726.39
2016-01-06,730.0,747.18,728.92,743.62
2016-01-05,746.45,752.0,738.64,742.58
2016-01-04,743.0,744.06,731.2577,741.84
2015-12-31,769.5,769.5,758.34,758.88
2015-12-30,776.6,777.6,766.9,771.0
2015-12-29,766.69,779.98,766.43,776.6
2015-12-28,752.92,762.99,749.52,762.51
2015-12-24,749.55,751.35,746.62,748.4
2015-12-23,753.47,754.21,744.0,750.31
2015-12-22,751.65,754.85,745.53,750.0
2015-12-21,746.13,750.0,740.0,747.77
2015-12-18,746.51,754.13,738.15,739.31
2015-12-17,762.42,762.68,749.0,749.43
2015-12-16,750.0,760.59,739.435,758.09
2015-12-15,753.0,758.08,743.01,743.4
2015-12-14,741.79,748.73,724.17,747.77
2015-12-11,741.16,745.71,736.75,738.87
2015-12-10,752.85,755.85,743.83,749.46
2015-12-09,759.17,764.23,737.0010000000001,751.61
2015-12-08,757.89,764.8,754.2,762.37
2015-12-07,767.77,768.73,755.09,763.25
2015-12-04,753.1,768.49,750.0,766.81
2015-12-03,766.01,768.995,745.63,752.54
2015-12-02,768.9,775.955,758.96,762.38
2015-12-01,747.11,768.95,746.7,767.04
2015-11-30,748.81,754.93,741.27,742.6
